TNFAIP3,NIP7,1
TNFAIP3,ZNF326,1
TNFAIP3,SR140,2
TNFAIP3,hCG_2023776,4
TNFAIP3,RBM3,3
TNFAIP3,C14orf166,4
TNFAIP3,RPS25,3
TNFAIP3,HIST2H2BE,3
TNFAIP3,MRPS27,2
TNFAIP3,TNRC6A,2
TNFAIP3,RPS10,3
TNFAIP3,SNRPE,4
TNFAIP3,UGCGL1,2
TNFAIP3,KRT13,2
TNFAIP3,DNAJC7,1
TNFAIP3,GPIAP1,2
TNFAIP3,RPL30,2
TNFAIP3,LOC152663,2
TNFAIP3,PSMC5,1
TNFAIP3,KRT75,3
TNFAIP3,SNRPC,3
TNFAIP3,AGL,2
TNFAIP3,NKRF,2
TNFAIP3,DGAT2L7,3
TNFAIP3,HNRPCL1,3
TNFAIP3,TOP1,1
TNFAIP3,NoSymbol,3
TNFAIP3,FAM98A,2
TNFAIP3,GTPBP9,1
TNFAIP3,LOC388344,2
TNFAIP3,TUBB1,3
TNFAIP3,DDX4,1
TNFAIP3,HNRPH2,3
TNFAIP3,RUVBL2,2
TNFAIP3,PDCD6,1
TNFAIP3,H1FX,2
TNFAIP3,NoSymbol,3
TNFAIP3,SRPK1,1
TNFAIP3,ACTB,2
TNFAIP3,CPSF6,2
TNFAIP3,TRAP1,2
TNFAIP3,NUDT21,2
TNFAIP3,SDHA,2
TNFAIP3,SFRS7,2
TNFAIP3,RPS21,2
TNFAIP3,HSP90AA1,1
TNFAIP3,RPL31,2
TNFAIP3,NoSymbol,2
TNFAIP3,CROP,1
TNFAIP3,SART3,2
TNFAIP3,ELAVL1,2
TNFAIP3,RPL10L,2
TNFAIP3,RPL23,2
TNFAIP3,RPL22,2
TNFAIP3,SAMHD1,1
TNFAIP3,LOC387867,1
TNFAIP3,MRPS9,1
TNFAIP3,GRWD1,2
TNFAIP3,RPLP1,3
TNFAIP3,HNRPL,2
TNFAIP3,AHSA1,1
TNFAIP3,NoSymbol,2
TNFAIP3,HNRNPG-T,1
TNFAIP3,SRP14,1
TNFAIP3,PWP1,1
TNFAIP3,LOC729611,2
TNFAIP3,RPL17,1
TNFAIP3,NoSymbol,1
TNFAIP3,SNRPD3,2
TNFAIP3,KRT16,1
TNFAIP3,hCG_1984468,1
TNFAIP3,SFRS4,1
TNFAIP3,HNRPA3,2
TNFAIP3,EEF1B2,1
TNFAIP3,CLTCL1,1
TNFAIP3,RPS23,1
TNFAIP3,NCBP1,1
TNFAIP3,ARS2,1
TNFAIP3,HNRPA0,1
TNFAIP3,U2AF2,1
TNFAIP3,RPL38,1
TNFAIP3,EIF2C1,1
TNFAIP3,NoSymbol,1
TNFAIP3,RPL11,1
TNFAIP3,MIF,1
TNFAIP3,DKFZp686D0972,1
ATXN3,ATXN3,213
ATXN3,USP13,4
ATXN3,OTUB2,19
ATXN3,KCTD10,3
ATXN3,TNFAIP3,4
ATXN3,TRIM21,5
ATXN3,SYNE1,6
ATXN3,LOC648415,2
ATXN3,SCARB1,2
ATXN3,NoSymbol,80
ATXN3,PTPRF,2
ATXN3,S100A13,1
ATXN3,NR1I2,1
ATXN3,KRT20,1
ATXN3,EIF2C3,4
ATXN3,ALDOA,2
ATXN3,HSPA8,49
ATXN3,HSPA1B,44
ATXN3,VCP,8
ATXN3,DHX9,42
ATXN3,TFG,42
ATXN3,HSPA9,42
ATXN3,HNRPUL1,40
ATXN3,AKAP8,3
ATXN3,FUBP1,2
ATXN3,NCL,34
ATXN3,KRT10,36
ATXN3,RAG1,1
ATXN3,HSPA5,36
ATXN3,EIF3S8,1
ATXN3,HSPA1L,34
ATXN3,HNRPA2B1,34
ATXN3,KRT2,29
ATXN3,KRT1,32
ATXN3,RBM28,3
ATXN3,DDX3X,30
ATXN3,HNRPH1,28
ATXN3,NoSymbol,3
ATXN3,NOLC1,2
ATXN3,EIF2C2,13
ATXN3,PRDX4,3
ATXN3,TNRC6B,20
ATXN3,RPS27A,21
ATXN3,DDX1,20
ATXN3,FUS,19
ATXN3,HSPA4,14
ATXN3,PABPC1,19
ATXN3,DHX15,15
ATXN3,HNRPU,17
ATXN3,ZNF326,1
ATXN3,EIF2C1,7
ATXN3,ACTL6A,4
ATXN3,NKRF,7
ATXN3,NIP7,1
ATXN3,EIF3S10,2
ATXN3,PWP1,3
ATXN3,BAG4,13
ATXN3,CLTCL1,6
ATXN3,CUL3,5
ATXN3,DDX5,16
ATXN3,SFRS4,3
ATXN3,HSPH1,7
ATXN3,NRAS,2
ATXN3,DDX17,13
ATXN3,DNAJC10,13
ATXN3,SART3,8
ATXN3,SFRS1,9
ATXN3,SSB,12
ATXN3,TUBB2C,15
ATXN3,ILF3,12
ATXN3,AMPD1,2
ATXN3,TIAL1,13
ATXN3,SNRPA,6
ATXN3,IGF2BP1,10
ATXN3,SNRPF,3
ATXN3,BOP1,1
ATXN3,HNRPK,13
ATXN3,HNRPR,9
ATXN3,KCNH2,1
ATXN3,CLTC,7
ATXN3,HNRPAB,11
ATXN3,HNRPF,12
ATXN3,HNRPM,8
ATXN3,RBM14,7
ATXN3,LARP1,8
ATXN3,HNRPH3,12
ATXN3,RPL6,11
ATXN3,SNRP70,11
ATXN3,LGALS3BP,11
ATXN3,EWSR1,12
ATXN3,RPS3,11
ATXN3,FUSIP1,2
ATXN3,NoSymbol,10
ATXN3,SNRPD2,8
ATXN3,SFRS11,1
ATXN3,TAF15,12
ATXN3,DHX30,6
ATXN3,DDX21,9
ATXN3,PABPC4,6
ATXN3,HNRPL,7
ATXN3,RPL5,9
ATXN3,HNRPA1,10
ATXN3,NPM1,10
ATXN3,FAM98B,2
ATXN3,PFN1,2
ATXN3,SYNCRIP,7
ATXN3,STRBP,3
ATXN3,ARS2,3
ATXN3,PDIA6,5
ATXN3,RPL4,8
ATXN3,RPS2,7
ATXN3,C14orf166,6
ATXN3,MOV10,4
ATXN3,HNRPDL,8
ATXN3,ILF2,8
ATXN3,XRN2,7
ATXN3,SNRPD1,8
ATXN3,HNRPD,9
ATXN3,KRT24,4
ATXN3,HNRPCL1,6
ATXN3,NCBP2,1
ATXN3,NCBP1,4
ATXN3,FAM98A,4
ATXN3,MRPS22,3
ATXN3,C22orf28,7
ATXN3,NoSymbol,2
ATXN3,KHSRP,6
ATXN3,CDC5L,2
ATXN3,RPL3,6
ATXN3,HNRNPG-T,3
ATXN3,PPIA,2
ATXN3,TUBA4A,7
ATXN3,HSPA7,8
ATXN3,FASN,4
ATXN3,HNRPH2,6
ATXN3,NoSymbol,6
ATXN3,RPLP2,8
ATXN3,RPLP0,7
ATXN3,NoSymbol,6
ATXN3,RPL36,3
ATXN3,hCG_2023776,7
ATXN3,RPS4X,7
ATXN3,SFRS7,5
ATXN3,SFRS3,4
ATXN3,C1QBP,7
ATXN3,KPNA2,4
ATXN3,LYAR,1
ATXN3,TIA1,5
ATXN3,NFKB1,3
ATXN3,ARID1A,2
ATXN3,PLOD1,6
ATXN3,EEF1A2,6
ATXN3,LOC388344,4
ATXN3,SKIV2L2,2
ATXN3,RPL7A,6
ATXN3,SFRS5,2
ATXN3,RPL21,5
ATXN3,SNRPB,5
ATXN3,CSDA,6
ATXN3,HNRPUL2,1
ATXN3,TUBB,6
ATXN3,NoSymbol,6
ATXN3,PRDX1,6
ATXN3,PFN2,1
ATXN3,KRT9,4
ATXN3,DAZAP1,5
ATXN3,SHMT2,1
ATXN3,LOC152663,3
ATXN3,RPL8,4
ATXN3,RPL18A,3
ATXN3,RSL1D1,3
ATXN3,RPLP1,5
ATXN3,RPS18,4
ATXN3,RPL10A,3
ATXN3,HSPA4L,3
ATXN3,SNRPD3,5
ATXN3,RPS8,4
ATXN3,SMARCA4,3
ATXN3,SDHA,4
ATXN3,KRT75,4
ATXN3,PRDX6,1
ATXN3,RPL15,5
ATXN3,HNRPA0,4
ATXN3,ACTB,3
ATXN3,LOC652595,4
ATXN3,PABPN1,2
ATXN3,RPL18,4
ATXN3,RPL19,2
ATXN3,HIST1H1C,4
ATXN3,GAPDH,3
ATXN3,PRPF39,3
ATXN3,NONO,3
ATXN3,TUBA1C,4
ATXN3,RPL13A,3
ATXN3,EEF2,4
ATXN3,RPS19,2
ATXN3,KHDRBS1,2
ATXN3,ATP6V1G2,2
ATXN3,PEF1,1
ATXN3,SMARCC2,2
ATXN3,ADAR,1
ATXN3,RPS16,4
ATXN3,RPL12,4
ATXN3,HSP90AB1,4
ATXN3,U2AF2,3
ATXN3,SR140,2
ATXN3,DGAT2L7,4
ATXN3,KRT5,3
ATXN3,NoSymbol,3
ATXN3,KIAA0179,1
ATXN3,LOC285176,2
ATXN3,LOC650788,4
ATXN3,SNRPE,4
ATXN3,TRA2A,1
ATXN3,RBM3,3
ATXN3,SS18,1
ATXN3,HNRPA3,3
ATXN3,MATR3,3
ATXN3,TRAP1,2
ATXN3,RPS7,2
ATXN3,RPL27,3
ATXN3,RPS24,3
ATXN3,HIST1H2AE,2
ATXN3,RPS14,3
ATXN3,NUDT21,2
ATXN3,LOC641856,2
ATXN3,HNRPC,3
ATXN3,LOC137107,1
ATXN3,PDCD6,2
ATXN3,DHX36,2
ATXN3,RPS6,3
ATXN3,ELAVL1,3
ATXN3,RPS15,2
ATXN3,RPL30,2
ATXN3,RPL24,3
ATXN3,RPL31,3
ATXN3,SNRPG,3
ATXN3,SERBP1,2
ATXN3,PTBP1,2
ATXN3,SFRS2,2
ATXN3,KLHL12,1
ATXN3,CPSF6,1
ATXN3,SF3B14,1
ATXN3,GFAP,2
ATXN3,NAP1L1,2
ATXN3,TXN,2
ATXN3,PAIP2,1
ATXN3,MIF,2
ATXN3,G3BP1,1
ATXN3,YBX1,2
ATXN3,NoSymbol,2
ATXN3,NoSymbol,2
ATXN3,RPS23,2
ATXN3,CCT5,2
ATXN3,RPL23,2
ATXN3,NoSymbol,2
ATXN3,SNRPB2,1
ATXN3,RPS15A,2
ATXN3,PRDX3,1
ATXN3,RPSA,1
ATXN3,NoSymbol,1
ATXN3,RPL11,2
ATXN3,RPL14,2
ATXN3,NUDT1,1
ATXN3,DPF2,1
ATXN3,RPS29,1
ATXN3,CIRBP,1
ATXN3,HIST2H2BE,2
ATXN3,NOL1,1
ATXN3,KRT14,1
ATXN3,PCBD1,1
ATXN3,KRT13,1
ATXN3,HSP90AA2,1
ATXN3,PCBP1,1
ATXN3,SFRS10,1
ATXN3,HSP90B1,1
ATXN3,EEF1B2,1
ATXN3,GRWD1,1
ATXN3,DKFZp686D0972,1
ATXN3,SNRPC,1
ATXN3,LOC497661,1
ATXN3,RPS20,1
ATXN3,LOC729611,1
ATXN3,RPS10,1
BAP1,FOXK1,68
BAP1,BAP1,184
BAP1,UBE2O,26
BAP1,OGT,75
BAP1,HCFC1,285
BAP1,FOXK2,15
BAP1,ASXL2,11
BAP1,ANKRD17,10
BAP1,EIF4EBP3,23
BAP1,ASXL1,5
BAP1,IPO4,17
BAP1,CBX3,4
BAP1,KIAA0828,3
BAP1,CBX1,5
BAP1,ANAPC7,4
BAP1,RBBP7,20
BAP1,HAT1,59
BAP1,RANBP5,6
BAP1,PSME3,2
BAP1,PPM1G,4
BAP1,AOF1,6
BAP1,MTHFD2,4
BAP1,JMJD6,3
BAP1,PAICS,3
BAP1,HUWE1,6
BAP1,LSG1,2
BAP1,XRCC5,5
BAP1,JUP,4
BAP1,GARS,3
BAP1,HSPA8,85
BAP1,SPG20,1
BAP1,GSR,2
BAP1,MGC26647,1
BAP1,SYNE2,5
BAP1,TMEM104,2
BAP1,HSPA1B,56
BAP1,PSMC3,3
BAP1,LOC84661,2
BAP1,MRPS2,2
BAP1,GMPS,2
BAP1,NoSymbol,2
BAP1,PRPF8,6
BAP1,HSPA9,45
BAP1,NCL,42
BAP1,TUBB2C,45
BAP1,PRKDC,4
BAP1,RBBP4,12
BAP1,HSPA5,38
BAP1,KRT10,36
BAP1,KCMF1,1
BAP1,NoSymbol,35
BAP1,C20orf4,1
BAP1,HSPA2,4
BAP1,MYBBP1A,4
BAP1,RPS5,5
BAP1,DHX9,31
BAP1,NAP1L4,6
BAP1,TUBB4,2
BAP1,PRPF38B,2
BAP1,ALDH1B1,1
BAP1,HSPD1,14
BAP1,NUP155,2
BAP1,HSPA1L,30
BAP1,KRT1,28
BAP1,RPS12,4
BAP1,LAS1L,1
BAP1,CLNS1A,1
BAP1,MTAP,1
BAP1,MRPL50,1
BAP1,TPP1,1
BAP1,DCXR,1
BAP1,KRT2,23
BAP1,AURKB,1
BAP1,IPO7,1
BAP1,KPNB1,8
BAP1,TUBA4A,22
BAP1,HNRPA2B1,24
BAP1,CPSF1,3
BAP1,CAD,15
BAP1,MCM3,3
BAP1,PABPC1,21
BAP1,TFG,22
BAP1,RPS3,20
BAP1,SLC5A3,1
BAP1,ASCC3L1,7
BAP1,HNRPUL1,20
BAP1,NAP1L1,14
BAP1,TUBB1,15
BAP1,FLG,2
BAP1,TUFM,7
BAP1,TUBB,19
BAP1,DLD,3
BAP1,MRPS9,6
BAP1,GTPBP1,2
BAP1,HNRPU,16
BAP1,SAMHD1,2
BAP1,NEDD8,1
BAP1,ACTB,9
BAP1,SSB,14
BAP1,HSPA4,11
BAP1,CSTF3,1
BAP1,BCCIP,1
BAP1,HNRPK,16
BAP1,CCT3,2
BAP1,ACTA2,5
BAP1,C1QBP,13
BAP1,RPS18,11
BAP1,FTSJ3,3
BAP1,RBM39,2
BAP1,EEF2,11
BAP1,FASN,8
BAP1,RPS9,8
BAP1,RPS25,8
BAP1,SLC25A5,7
BAP1,RPS19,6
BAP1,RPS4X,12
BAP1,DDX3X,13
BAP1,SERBP1,4
BAP1,IMPDH2,2
BAP1,FLJ12529,1
BAP1,RFC2,1
BAP1,CFL1,2
BAP1,IRS4,2
BAP1,FUS,12
BAP1,SLC25A6,3
BAP1,DNAJC10,10
BAP1,EFTUD2,3
BAP1,ATP5A1,5
BAP1,MCCC2,3
BAP1,MSH6,3
BAP1,DDB1,6
BAP1,RUVBL1,3
BAP1,PRDX1,11
BAP1,SAPS3,1
BAP1,NoSymbol,3
BAP1,DDX21,9
BAP1,HNRPF,11
BAP1,HIST1H4I,5
BAP1,CTPS,3
BAP1,NoSymbol,2
BAP1,LARP1,8
BAP1,ATP5C1,2
BAP1,PTBP1,3
BAP1,CCT2,3
BAP1,KRT16,5
BAP1,SNRPD1,10
BAP1,RPS16,10
BAP1,HNRPH1,10
BAP1,RPL12,7
BAP1,NOL5A,2
BAP1,CCT6A,5
BAP1,MRPS23,2
BAP1,RPS7,5
BAP1,ILF3,8
BAP1,RPS20,9
BAP1,CCT4,4
BAP1,RSL1D1,6
BAP1,ILF2,8
BAP1,tcag7.350,2
BAP1,HNRPM,6
BAP1,PRPS1L1,1
BAP1,hCG_15200,1
BAP1,RPS2,7
BAP1,SNRPB2,2
BAP1,RPS17,4
BAP1,DDX5,9
BAP1,SNRPE,7
BAP1,RPL19,3
BAP1,VIM,5
BAP1,SKP1A,2
BAP1,HIST1H2AE,3
BAP1,NPM1,9
BAP1,RPL10A,5
BAP1,HADHA,1
BAP1,RPS10,6
BAP1,MCM7,3
BAP1,RPS13,6
BAP1,NoSymbol,7
BAP1,DKFZp686D0972,6
BAP1,RPL4,9
BAP1,RPLP2,9
BAP1,TUBA1C,9
BAP1,U2AF2,4
BAP1,ACAT1,1
BAP1,LOC440733,1
BAP1,RPLP0,9
BAP1,DHX30,5
BAP1,EEF1A2,7
BAP1,RPL21,6
BAP1,EIF5A2,3
BAP1,PRDX3,2
BAP1,MCM5,2
BAP1,EIF4A1,3
BAP1,RUVBL2,4
BAP1,RPS15,4
BAP1,HNRPA1,8
BAP1,TUBB6,2
BAP1,THOC4,4
BAP1,COPB1,1
BAP1,U2AF1,2
BAP1,NONO,3
BAP1,HNRPC,6
BAP1,HSPA6,3
BAP1,XRN2,5
BAP1,RPL18,6
BAP1,RPL23,5
BAP1,SNRP70,7
BAP1,SNRPB,6
BAP1,DHX57,2
BAP1,PLOD1,6
BAP1,UGCGL1,3
BAP1,NKRF,3
BAP1,LUC7L2,4
BAP1,hCG_21078,4
BAP1,RPL38,3
BAP1,RPS8,6
BAP1,DAP3,2
BAP1,RPL15,7
BAP1,RPL5,7
BAP1,YWHAQ,1
BAP1,PCBP1,2
BAP1,HSP90AB1,5
BAP1,S100A9,1
BAP1,RPL3,5
BAP1,RPL13A,4
BAP1,MRPS5,1
BAP1,HNRPH3,6
BAP1,DDX1,6
BAP1,PRDX2,3
BAP1,NUP107,1
BAP1,NoSymbol,6
BAP1,RPS24,6
BAP1,RPSA,3
